Kitchen_AP,Lounge_AP,Upstairs_AP,Study_AP
-87,-76,-87,
-88,-75,-81,
-88,-75,-81,
-88,-75,-81,
-88,-75,-81,
-88,-76,-81,
-88,-76,-81,
-88,-76,-81,
-88,-76,-81,
-88,-76,-81,
-88,-76,-81,
-88,-76,-81,
-88,-76,-81,
-89,-76,-80,
-89,-76,-80,
-89,-76,-80,
-89,-76,-80,
-88,-76,-81,
-88,-76,-81,
-88,-76,-81,
-88,-76,-81,
-88,-76,-81,
-88,-76,-81,
-88,-76,-81,
-88,-76,-81,
-87,-76,-81,
-87,-76,-81,
-87,-76,-81,
-87,-76,-81,
-87,-75,-80,
-87,-75,-80,
-87,-75,-80,
-87,-75,-80,
-88,-76,-81,
-88,-76,-81,
-88,-76,-81,
-88,-76,-81,
-88,-75,-81,
-88,-75,-81,
-88,-75,-81,
-88,-75,-81,
-88,-76,-81,
-88,-76,-81,
-88,-76,-81,
-88,-76,-81,
-87,-75,-81,
-87,-75,-81,
-87,-75,-81,
-87,-75,-81,
-86,-75,-81,
-86,-75,-81,
-86,-75,-81,
-86,-75,-81,
-87,-75,-81,
-87,-75,-81,
-87,-75,-81,
-87,-75,-81,
-86,-75,-81,
-86,-75,-81,
-86,-75,-81,
-86,-75,-81,
-87,-75,-81,
-87,-75,-81,
-87,-75,-81,
-87,-75,-81,
-87,-76,-81,
-87,-76,-81,
-87,-76,-81,
-87,-76,-81,
-87,-76,-81,
-87,-76,-81,
-87,-76,-81,
-87,-76,-81,
-88,-76,-81,
-88,-76,-81,
-88,-76,-81,
-88,-76,-81,
-88,-76,-81,
-88,-76,-81,
-88,-76,-81,
-88,-76,-81,
-89,-76,-81,
-89,-76,-81,
-89,-76,-81,
-89,-76,-81,
-88,-76,-81,
-88,-76,-81,
-88,-76,-81,
-88,-76,-81,
-88,-76,-81,
-88,-76,-81,
-88,-76,-81,
-88,-76,-81,
-87,-76,-81,
-87,-76,-81,
-87,-76,-81,
-87,-76,-81,
-88,-76,-81,
-88,-76,-81,
-88,-76,-81,
-88,-76,-81,
-87,-76,-81,
-87,-76,-81,
-87,-76,-81,
-87,-76,-81,
-86,-76,-81,
-86,-76,-81,
-86,-76,-81,
-86,-76,-81,
-87,-76,-84,
-87,-76,-84,
-87,-76,-84,
-87,-76,-84,
-85,-77,-84,
-85,-77,-84,
-85,-77,-84,
-85,-77,-84,
-83,-73,-93,
-83,-73,-93,
-83,-73,-93,
-83,-73,-93,
-94,-75,-81,
-94,-75,-81,
-94,-75,-81,
-94,-75,-81,
,-75,-82,
,-75,-82,
,-75,-82,
,-75,-82,
-84,-78,-80,
-84,-78,-80,
-84,-78,-80,
-84,-78,-80,
-83,-79,-81,
-83,-79,-81,
-83,-79,-81,
-83,-79,-81,
-88,-78,-83,
-88,-78,-83,
-88,-78,-83,
-88,-78,-83,
-92,-78,-84,
-92,-78,-84,
-92,-78,-84,
-92,-78,-84,
-85,-75,-84,
-85,-75,-84,
-85,-75,-84,
-85,-75,-84,
-101,-76,-88,
-101,-76,-88,
-101,-76,-88,
-101,-76,-88,
-89,-76,-88,
-89,-76,-88,
