Kitchen_AP,Lounge_AP,Upstairs_AP,Study_AP
-76.7,,-75.0,-79.9
-77.9,,-75.0,-81.4
-79.6,,-75.0,-77.5
-81.4,,-80.3,-79.8
-79.3,,-80.7,-77.5
-77.4,,-77.6,-78.3
-73.8,,-75.6,-82.3
-73.3,,-74.0,-79.3
-74.2,,-73.0,-78.2
-74.8,,-74.6,-79.1
-74.8,,-71.2,-78.7
-76.6,,-71.0,-79.5
-77.1,,-72.3,-80.6
-76.9,,-71.7,-79.0
-75.9,,-71.0,-79.0
-76.3,,-71.2,-80.0
-73.7,,-72.8,-79.9
-75.1,,-73.2,-83.2
-75.8,,-73.6,-82.6
-74.1,,-75.4,-85.5
-74.8,,-73.0,-78.3
-75.4,,-73.0,-79.8
-77.0,,-74.5,-82.9
-78.2,,-78.8,-78.5
-77.4,,-81.3,-78.0
-91.1,,-83.7,-79.0
-87.9,,-85.2,-78.0
-87.3,,-87.5,-78.8
-96.1,,-79.2,-86.3
-93.9,,-81.6,-87.4
-82.0,,-75.5,-94.1
-86.3,,-88.4,-98.0
-87.7,,-91.4,-98.0
-94.1,,-90.0,-98.6
-90.0,,-91.4,-98.0
-90.6,,-89.6,-98.5
-87.2,,-87.2,-96.7
-86.6,,-86.8,-96.0
-87.5,,-90.0,-98.7
-85.5,,-82.2,-98.6
-93.9,,-93.0,-95.6
-96.0,,-94.5,-89.6
-100.3,,-90.9,-101.0
-97.6,,-90.8,-101.0
-98.7,,-91.5,-96.7
-98.0,,-88.9,-94.2
-101.0,,-97.1,-97.0
-104.0,,-103.0,-96.9
-104.0,,-103.0,-93.9
-104.0,,-103.0,-96.6
-104.0,,-103.0,-97.8
-104.0,,-103.0,-96.1
-104.0,,-99.6,-87.2
-102.5,,-96.7,-93.4
-101.0,,-97.3,-93.2
-101.0,,-93.7,-96.9
-101.0,,-96.6,-87.5
-101.0,,-102.0,-93.7
-101.0,,-102.0,-96.2
-101.0,,-99.5,-90.2
-101.0,,-97.6,-90.8
-100.0,,-99.0,-84.9
-99.0,,-99.0,-88.6
-99.0,,-99.0,-87.5
-99.0,,-99.0,-86.6
-99.0,,-100.5,-88.3
-99.0,,-102.0,-94.4
-99.0,,-102.0,-94.0
-99.0,,-102.0,-90.5
-99.0,,-102.0,-93.8
-99.0,,-102.0,-91.4
-99.0,,-102.0,-94.3
-99.0,,-102.0,-90.9
-99.0,,-102.0,-85.0
-99.0,,-102.0,-89.4
-99.0,,-102.0,-93.8
-99.0,,-102.0,-87.8
-99.0,,-102.0,-90.2
-99.0,,-102.0,-95.4
-99.0,,-102.0,-93.2
-99.0,,-102.0,-93.4
-99.0,,-102.0,-89.0
-99.0,,-102.0,-87.0
-99.0,,-102.0,-84.4
-99.0,,-102.0,-86.9
-99.0,,-102.0,-94.2
-99.0,,-102.0,-90.1
-99.0,,-102.0,-89.0
-99.0,,-102.0,-87.2
-99.0,,-102.0,-89.2
-100.8,,-102.0,-86.8
-101.0,,-102.0,-92.8
-101.0,,-102.0,-88.0
-101.0,,-102.0,-87.4
-101.0,,-102.0,-85.2
-101.0,,-102.0,-84.3
-101.0,,-102.0,-83.9
-101.0,,-102.0,-89.7
-101.0,,-101.9,-88.4
-97.4,,-101.0,-86.4
-97.0,,-101.0,-90.7
-98.8,,-101.0,-88.9
-101.8,,-101.0,-94.7
-99.0,,-101.0,-97.3
-99.0,,-101.0,-95.3
-99.0,,-101.0,-93.5
-98.9,,-101.0,-93.4
-102.8,,-101.0,-93.8
-104.0,,-101.0,-91.7
-104.0,,-101.0,-93.8
-104.0,,-101.0,-98.7
-104.0,,-101.0,-93.9
-104.0,,-101.0,-88.0
-104.0,,-101.0,-88.1
-104.0,,-101.0,-87.7
-104.0,,-101.0,-93.2
-104.0,,-101.0,-93.0
-104.0,,-101.0,-93.4
-104.0,,-101.0,-92.0
-104.0,,-101.0,-92.4
-104.0,,-101.0,-89.0
-104.0,,-101.0,-88.3
-104.0,,-101.0,-90.3
-104.0,,-101.0,-95.1
-104.0,,-101.0,-89.0
-104.0,,-101.0,-96.3
-104.0,,-101.1,-99.5
-104.0,,-102.0,-90.1
-104.0,,-102.0,-86.6
-104.0,,-102.0,-89.0
-104.0,,-102.0,-88.2
-104.0,,-102.0,-86.0
-104.0,,-102.0,-90.4
-104.0,,-102.0,-90.0
-104.0,,-102.0,-90.8
-104.0,,-102.0,-94.9
-104.0,,-102.0,-95.8
-104.0,,-102.0,-95.3
-104.0,,-102.0,-89.1
-104.0,,-102.0,-87.1
-104.0,,-102.0,-89.6
-104.0,,-102.0,-88.9
-104.0,,-102.0,-85.0
-103.0,,-100.6,-89.1
-95.5,,-96.0,-95.9
-93.0,,-97.1,-95.8
-95.2,,-95.9,-92.6
-93.0,,-96.4,-89.4
-100.7,,-102.0,-91.9
-104.0,,-102.0,-85.5
-104.0,,-102.0,-88.6
-104.0,,-102.0,-85.8
-104.0,,-102.0,-97.9
-104.0,,-102.0,-96.2
-104.0,,-102.0,-99.0
-104.0,,-102.0,-100.2
-104.0,,-102.0,-93.2
-104.0,,-97.6,-88.9
-104.0,,-98.0,-92.3
-104.0,,-98.0,-86.7
-104.0,,-98.0,-87.7
-104.0,,-98.0,-97.3
-104.0,,-98.0,-100.9
-104.0,,-98.0,-94.9
-104.0,,-98.0,-86.8
-104.0,,-98.0,-83.0
-104.0,,-98.0,-82.8
-104.0,,-98.0,-82.9
-104.0,,-98.0,-84.7
-104.0,,-98.0,-86.9
-104.0,,-100.5,-94.2
-104.0,,-105.0,-89.4
-102.2,,-105.0,-88.5
-102.0,,-105.0,-88.9
-102.0,,-105.0,-87.0
-102.0,,-105.0,-91.1
-102.0,,-105.0,-89.0
-102.0,,-105.0,-86.7
-102.0,,-105.0,-86.5
-102.0,,-105.0,-89.7
-102.0,,-105.0,-89.5
-102.0,,-105.0,-96.3
-102.0,,-105.0,-97.6
-102.0,,-105.0,-92.8
-102.0,,-105.0,-91.2
-102.0,,-105.0,-86.8
-102.0,,-105.0,-88.4
-100.6,,-105.0,-92.0
-99.1,,-105.0,-96.1
-99.4,,-105.0,-95.9
-101.0,,-105.0,-95.7
-101.0,,-105.0,-94.3
-101.0,,-105.0,-83.3
-101.0,,-105.0,-89.9
-101.0,,-105.0,-91.0
-101.3,,-105.0,-92.6
-104.0,,-105.0,-97.6
-104.0,,-105.0,-100.1
-104.0,,-105.0,-96.2
-104.0,,-105.0,-89.6
-104.0,,-105.0,-88.2
-104.0,,-105.0,-87.7
-104.0,,-100.5,-87.7
-104.0,,-100.0,-92.5
-104.0,,-100.0,-99.6
-104.0,,-100.0,-94.1
-104.0,,-100.0,-92.9
-104.0,,-100.0,-89.8
-104.0,,-100.0,-89.8
-104.0,,-100.0,-91.4
-104.0,,-100.0,-94.9
-104.0,,-100.0,-91.8
-104.0,,-100.0,-96.8
-104.0,,-102.7,-99.0
-104.0,,-103.0,-88.7
-104.0,,-103.0,-89.7
-103.3,,-102.3,-95.7
-97.0,,-102.3,-93.4
-97.0,,-103.0,-92.4
-97.0,,-103.0,-89.3
-97.0,,-103.0,-92.7
-97.0,,-103.0,-98.8
-97.0,,-103.0,-92.0
-97.0,,-102.5,-86.8
-97.0,,-102.0,-97.1
-97.0,,-102.0,-90.3
-97.0,,-102.0,-93.2
-97.0,,-102.0,-87.6
-97.7,,-94.6,-95.3
-102.2,,-98.0,-85.3
-103.8,,-98.0,-91.7
-101.9,,-98.0,-90.7
-101.0,,-98.0,-89.0
-102.5,,-100.7,-86.7
-104.0,,-100.1,-92.6
-104.0,,-100.0,-94.7
-104.0,,-100.0,-93.2
-104.0,,-100.0,-91.7
-104.0,,-100.0,-90.5
-104.0,,-100.5,-92.0
-104.0,,-101.0,-95.8
-104.0,,-101.0,-91.7
-104.0,,-101.0,-97.7
-104.0,,-101.0,-101.5
-104.0,,-101.0,-98.5
-104.0,,-101.0,-90.8
-104.0,,-101.6,-94.2
-104.0,,-103.0,-95.5
-104.0,,-103.0,-91.9
-104.0,,-103.0,-94.8
-104.0,,-103.0,-95.9
