Kitchen_AP,Lounge_AP,Upstairs_AP,Study_AP
-91.6,-89.8,-79.2,
-91.8,-88.6,-79.6,
-92.4,-88.0,-79.4,
-90.0,-87.8,-81.6,
-86.0,-88.2,-84.8,
-92.05,-86.2,-87.95,
-95.4,-82.8,-89.0,
-94.0,-79.25,-93.2,
-92.95,-81.8,-90.0,
-96.2,-80.3,-94.55,
-89.25,-80.6,-94.95,
-89.1,-79.85,-88.2,
-94.4,-82.8,-93.05,
-97.2,-79.9,-94.15,
-94.45,-83.3,-92.2,
-82.4,-90.35,-87.5,
-88.1,-96.7,-92.9,
-81.8,-98.9,-96.3,
-81.2,-95.0,-91.0,
-78.9,-99.7,-93.8,
-82.4,-99.5,-93.4,
-84.9,-88.4,-91.3,
-86.8,-91.7,-91.5,
-88.6,-92.0,-91.8,
-85.4,-93.5,-91.0,
-84.8,-95.0,-91.8,
-84.7,-95.0,-90.5,
-86.1,-95.6,-93.3,
-83.6,-96.5,-90.3,
-83.4,-100.4,-90.5,
-82.0,-98.0,-92.3,
-81.7,-98.1,-92.6,
-82.5,-99.8,-95.0,
-81.9,-100.5,-95.8,
-80.7,-96.0,-96.0,
-77.2,-98.7,-90.3,
-77.0,-99.0,-89.7,
-77.2,-99.5,-89.3,
-77.4,-99.7,-93.1,
-77.7,-99.9,-93.9,
-79.7,-100.0,-96.1,
-81.1,-100.5,-96.5,
-84.7,-96.0,-93.8,
-81.3,-89.9,-87.5,
-95.3,-87.2,-91.1,
-82.6,-90.2,-73.5,
-81.2,-79.6,-81.4,
-89.9,-74.2,-94.0,
-90.0,-69.6,-91.0,
-100.1,-81.9,-95.9,
-95.8,-81.1,-88.7,
-93.0,-80.1,-87.1,
-96.0,-78.5,-94.7,
-98.3,-77.2,-91.4,
-91.3,-73.8,-96.5,
-92.1,-71.4,-98.8,
-97.1,-70.4,-98.0,
-93.2,-69.8,-98.0,
-91.4,-69.5,-96.4,
-93.3,-75.5,-94.4,
-98.2,-70.7,-100.4,
-100.4,-72.8,-95.4,
-94.0,-71.7,-98.4,
-96.0,-74.2,-98.8,
-96.0,-73.2,-96.0,
-98.1,-76.7,-96.1,
-99.0,-77.5,-97.2,
-99.1,-78.9,-95.1,
-100.0,-78.3,-96.0,
-98.2,-76.7,-95.7,
-98.0,-77.0,-95.0,
-98.0,-77.3,-95.9,
-98.0,-76.6,-98.5,
-98.9,-78.9,-97.4,
-99.8,-78.3,-98.1,
-96.5,-75.6,-97.5,
-98.5,-76.4,-95.1,
-101.2,-76.4,-104.0,
-102.8,-74.0,-100.4,
-101.0,-69.4,-101.5,
-102.8,-71.3,-98.9,
-103.0,-74.8,-101.0,
-103.1,-69.9,-103.8,
-104.0,-74.7,-102.0,
-104.0,-78.9,-102.0,
-104.0,-78.2,-102.0,
-104.0,-72.4,-102.0,
-104.0,-74.0,-102.0,
-104.0,-73.6,-102.0,
-104.0,-76.1,-102.0,
-104.0,-77.0,-102.0,
-104.0,-78.7,-102.0,
-104.0,-72.4,-102.0,
-104.0,-73.3,-102.0,
-104.0,-72.8,-102.0,
-104.0,-77.1,-102.0,
-104.0,-78.0,-102.0,
-104.0,-76.0,-102.0,
-104.0,-72.3,-102.0,
-104.0,-70.3,-102.0,
-104.0,-68.1,-102.0,
-104.0,-69.8,-102.0,
-104.0,-73.8,-102.0,
-104.0,-73.7,-102.0,
-104.0,-71.8,-102.0,
-104.0,-72.5,-102.0,
-104.0,-71.9,-102.0,
-104.0,-72.2,-102.0,
