Kitchen_AP,Lounge_AP,Upstairs_AP,Study_AP
-76,,-75,-78
-76,,-75,-78
-76,,-75,-78
-76,,-75,-78
-76,,-75,-78
-76,,-75,-78
-77,,-75,-80
-77,,-75,-80
-77,,-75,-80
-77,,-75,-80
-77,,-75,-80
-77,,-75,-80
-77,,-75,-80
-77,,-75,-80
-77,,-75,-82
-77,,-75,-82
-77,,-75,-82
-77,,-75,-82
-77,,-75,-81
-77,,-75,-81
-77,,-75,-81
-77,,-75,-81
-78,,-75,-82
-78,,-75,-82
-78,,-75,-82
-78,,-75,-82
-78,,-75,-82
-78,,-75,-82
-78,,-75,-82
-78,,-75,-82
-78,,-75,-82
-78,,-75,-82
-78,,-75,-82
-78,,-75,-82
-78,,-75,-81
-78,,-75,-81
-78,,-75,-81
-78,,-75,-81
-78,,-75,-79
-78,,-75,-79
-78,,-75,-79
-78,,-75,-79
-77,,-75,-79
-77,,-75,-79
-77,,-75,-79
-77,,-75,-79
-77,,-75,-78
-77,,-75,-78
-77,,-75,-78
-77,,-75,-78
-77,,-75,-77
-77,,-75,-77
-77,,-75,-77
-77,,-75,-77
-85,,-75,-76
-85,,-75,-76
-85,,-75,-76
-85,,-75,-76
-86,,-75,-76
-86,,-75,-76
-86,,-75,-76
-86,,-75,-76
-84,,-78,-82
-84,,-78,-82
-84,,-78,-82
-84,,-78,-82
-85,,-80,-78
-85,,-80,-78
-85,,-80,-78
-85,,-80,-78
-79,,-76,-81
-79,,-76,-81
-79,,-76,-81
-79,,-76,-81
-77,,-88,-81
-77,,-88,-81
-77,,-88,-81
-77,,-88,-81
-78,,-84,-78
-78,,-84,-78
-78,,-84,-78
-78,,-84,-78
-80,,-84,-78
-80,,-84,-78
-80,,-84,-78
-80,,-84,-78
-81,,-81,-75
-81,,-81,-75
-81,,-81,-75
-81,,-81,-75
-79,,-81,-79
-79,,-81,-79
-79,,-81,-79
-79,,-81,-79
-77,,-76,-79
-77,,-76,-79
-77,,-76,-79
-77,,-76,-79
-81,,-79,-75
-81,,-79,-75
-81,,-79,-75
-81,,-79,-75
-78,,-81,-78
-78,,-81,-78
-78,,-81,-78
-78,,-81,-78
-76,,-79,-78
-76,,-79,-78
-76,,-79,-78
-76,,-79,-78
-78,,-75,-80
-78,,-75,-80
-78,,-75,-80
-78,,-75,-80
-76,,-76,-78
-76,,-76,-78
-76,,-76,-78
-76,,-76,-78
-77,,-75,-80
-77,,-75,-80
-77,,-75,-80
-77,,-75,-80
-72,,-74,-80
-72,,-74,-80
-72,,-74,-80
-72,,-74,-80
-74,,-75,-85
-74,,-75,-85
-74,,-75,-85
-74,,-75,-85
-75,,-77,-86
-75,,-77,-86
-75,,-77,-86
-75,,-77,-86
-73,,-77,-81
-73,,-77,-81
-73,,-77,-81
-73,,-77,-81
-73,,-75,-79
-73,,-75,-79
-73,,-75,-79
-73,,-75,-79
-72,,-75,-79
-72,,-75,-79
-72,,-75,-79
-72,,-75,-79
-73,,-74,-80
-73,,-74,-80
-73,,-74,-80
-73,,-74,-80
-74,,-74,-79
-74,,-74,-79
-74,,-74,-79
-74,,-74,-79
