Kitchen_AP,Lounge_AP,Upstairs_AP,Study_AP
-84,-79,-94,
-84,-79,-94,
-84,-79,-94,
-84,,,
-84,,,
-84,,,
-84,,,
-85,,-93,
-85,,-93,
-85,,-93,
-85,,-93,
-85,,-93,
-85,,-93,
-85,,-93,
-85,,-93,
-85,,-91,
-85,,-91,
-85,,-91,
-85,,-91,
-85,,-91,
-85,,-91,
-85,,-91,
-85,,-91,
-85,,-92,
-85,,-92,
-85,,-92,
-85,,-92,
-85,,-93,
-85,,-93,
-85,,-93,
-85,,-93,
-84,,-95,
-84,,-95,
-84,,-95,
-84,,-95,
-84,,-95,
-84,,-95,
-84,,-95,
-84,,-95,
-85,,-95,
-85,,-95,
-85,,-95,
-85,,-95,
-85,,-94,
-85,,-94,
-85,,-94,
-85,,-94,
-85,,-94,
-85,,-94,
-85,,-94,
-85,,-94,
-85,-79,-100,
-85,-79,-100,
-85,-79,-100,
-85,-79,-100,
-88,,-95,
-88,,-95,
-88,,-95,
-88,,-95,
-79,,-84,
-79,,-84,
-79,,-84,
-79,,-84,
-79,-83,-86,
-79,-83,-86,
-79,-83,-86,
-79,-83,-86,
-86,-91,-91,
-86,-91,-91,
-86,-91,-91,
-86,-91,-91,
-88,-86,-96,
-88,-86,-96,
-88,-86,-96,
-88,-86,-96,
-82,-84,-82,
-82,-84,-82,
-82,-84,-82,
-82,-84,-82,
-86,-99,-81,
-86,-99,-81,
-86,-99,-81,
-86,-99,-81,
-96,-86,-90,
-96,-86,-90,
-96,-86,-90,
-96,-86,-90,
-91,-82,,
-91,-82,,
-91,-82,,
-91,-82,,
,-85,-98,
,-85,-98,
,-85,-98,
,-85,-98,
-97,-93,-96,
-97,-93,-96,
-97,-93,-96,
-97,-93,-96,
-90,-92,-102,
-90,-92,-102,
-90,-92,-102,
-90,-92,-102,
-90,-90,-92,
-90,-90,-92,
-90,-90,-92,
-90,-90,-92,
-93,-85,-94,
-93,-85,-94,
-93,-85,-94,
-93,-85,-94,
-97,-85,,
-97,-85,,
-97,-85,,
-97,-85,,
,-86,,
,-86,,
,-86,,
,-86,,
-103,-87,,
-103,-87,,
-103,-87,,
-103,-87,,
,-92,,
,-92,,
,-92,,
,-92,,
-99,-84,,
-99,-84,,
-99,-84,,
-99,-84,,
-97,-89,-99,
-97,-89,-99,
-97,-89,-99,
-97,-89,-99,
-102,-91,-95,
-102,-91,-95,
-102,-91,-95,
-102,-91,-95,
,-95,,
,-95,,
,-95,,
,-95,,
,,-102,
,,-102,
,,-102,
,,-102,
,,-103,
,,-103,
,,-103,
,,-103,
,-88,-100,
,-88,-100,
,-88,-100,
,-88,-100,
-100,-84,-89,
-100,-84,-89,
-100,-84,-89,
-100,-84,-89,
-92,-84,-95,
-92,-84,-95,
-92,-84,-95,
-92,-84,-95,
-96,-86,-96,
-96,-86,-96,
-96,-86,-96,
-96,-86,-96,
-95,,-91,
-95,,-91,
-95,,-91,
-95,,-91,
-94,-84,-95,
-94,-84,-95,
-94,-84,-95,
-94,-84,-95,
-93,-88,-96,
-93,-88,-96,
-93,-88,-96,
-94,-84,,
-94,-84,,
-94,-84,,
-94,-84,,
-93,-93,-90,
-93,-93,-90,
-93,-93,-90,
-93,-93,-90,
-94,-86,-100,
-94,-86,-100,
-94,-86,-100,
-94,-86,-100,
-99,-93,-100,
