Kitchen_AP,Lounge_AP,Upstairs_AP,Study_AP
-93,-95,-79,
-93,-95,-79,
-93,-95,-79,
-93,-95,-79,
-90,-89,-79,
-90,-89,-79,
-90,-89,-79,
-90,-89,-79,
-90,-88,-79,
-90,-88,-79,
-90,-88,-79,
-90,-88,-79,
-91,-88,-80,
-91,-88,-80,
-91,-88,-80,
-91,-88,-80,
-94,-89,-79,
-94,-89,-79,
-94,-89,-79,
-94,-89,-79,
-93,,-80,
-93,,-80,
-93,,-80,
-93,,-80,
-90,-89,-80,
-90,-89,-80,
-90,-89,-80,
-90,-89,-80,
-94,-88,-79,
-94,-88,-79,
-94,-88,-79,
-94,-88,-79,
-91,-88,-79,
-91,-88,-79,
-91,-88,-79,
-91,-88,-79,
-91,-89,-80,
-91,-89,-80,
-91,-89,-80,
-91,-89,-80,
-95,-89,-79,
-95,-89,-79,
-95,-89,-79,
-95,-89,-79,
-90,-88,-79,
-90,-88,-79,
-90,-88,-79,
-90,-88,-79,
-94,-87,-79,
-94,-87,-79,
-94,-87,-79,
-94,-87,-79,
-92,-88,-80,
-92,-88,-80,
-92,-88,-80,
-92,-88,-80,
-91,-88,-80,
-91,-88,-80,
-91,-88,-80,
-91,-88,-80,
-93,-88,-80,
-93,-88,-80,
-93,-88,-80,
-93,-88,-80,
-91,-89,-80,
-91,-89,-80,
-91,-89,-80,
-91,-89,-80,
-90,-87,-81,
-90,-87,-81,
-90,-87,-81,
-90,-87,-81,
-89,-88,-81,
-89,-88,-81,
-89,-88,-81,
-89,-88,-81,
-87,-87,-86,
-87,-87,-86,
-87,-87,-86,
-87,-87,-86,
-87,-87,-81,
-87,-87,-81,
-87,-87,-81,
-87,-87,-81,
-85,-87,-84,
-85,-87,-84,
-85,-87,-84,
-85,-87,-84,
-85,-89,-86,
-85,-89,-86,
-85,-89,-86,
-85,-89,-86,
-86,-92,-85,
-86,-92,-85,
-86,-92,-85,
-86,-92,-85,
-87,-86,-88,
-87,-86,-88,
-87,-86,-88,
-87,-86,-88,
-81,-95,-91,
-81,-95,-91,
-81,-95,-91,
-81,-95,-91,
-89,-83,-85,
-89,-83,-85,
-89,-83,-85,
-89,-83,-85,
-91,,-85,
-91,,-85,
-91,,-85,
-91,,-85,
-101,-86,-87,
-101,-86,-87,
-101,-86,-87,
-101,-86,-87,
-98,-84,-93,
-98,-84,-93,
-98,-84,-93,
-99,-84,-88,
-99,-84,-88,
-99,-84,-88,
-99,-84,-88,
-100,-78,-86,
-100,-78,-86,
-100,-78,-86,
-100,-78,-86,
-91,-84,-84,
-91,-84,-84,
-91,-84,-84,
-91,-84,-84,
-86,-79,-100,
-86,-79,-100,
-86,-79,-100,
-86,-79,-100,
-100,-90,-87,
-100,-90,-87,
-100,-90,-87,
-100,-90,-87,
-103,-80,-88,
-103,-80,-88,
-103,-80,-88,
-103,-80,-88,
-95,-78,-88,
-95,-78,-88,
-95,-78,-88,
-95,-78,-88,
-98,-80,-101,
-98,-80,-101,
-98,-80,-101,
-98,-80,-101,
-89,-78,-90,
-89,-78,-90,
-89,-78,-90,
-89,-78,-90,
-89,-80,-99,
-89,-80,-99,
-89,-80,-99,
-89,-80,-99,
-87,-81,-88,
-87,-81,-88,
-87,-81,-88,
-87,-81,-88,
-89,-80,-86,
-89,-80,-86,
-89,-80,-86,
-89,-80,-86,
-91,-86,-89,
-91,-86,-89,
-91,-86,-89,
-91,-86,-89,
-94,-80,,
-94,-80,,
-94,-80,,
-94,-80,,
-101,-82,-97,
-101,-82,-97,
-101,-82,-97,
-101,-82,-97,
-98,-81,-92,
-98,-81,-92,
-98,-81,-92,
-98,-81,-92,
,-82,-95,
,-82,-95,
,-82,-95,
,-82,-95,
-98,-80,-93,
-98,-80,-93,
-98,-80,-93,
-98,-80,-93,
-94,-80,-97,
-94,-80,-97,
-94,-80,-97,
-94,-80,-97,
-94,-79,-95,
-94,-79,-95,
-94,-79,-95,
-94,-79,-95,
-94,-79,,
-94,-79,,
-94,-79,,
-94,-79,,
-90,-87,-95,
-90,-87,-95,
-90,-87,-95,
-90,-87,-95,
-88,-77,-96,
-88,-77,-96,
-88,-77,-96,
-88,-77,-96,
-87,-79,-91,
-87,-79,-91,
-87,-79,-91,
-87,-79,-91,
-89,-81,-99,
-89,-81,-99,
-89,-81,-99,
-89,-81,-99,
-87,-79,-90,
-87,-79,-90,
-87,-79,-90,
-87,-79,-90,
-86,-80,-92,
-86,-80,-92,
-86,-80,-92,
-86,-80,-92,
-92,-81,-88,
-92,-81,-88,
-92,-81,-88,
-92,-81,-88,
-91,-79,-86,
-91,-79,-86,
-91,-79,-86,
-91,-79,-86,
-89,-80,,
-89,-80,,
-89,-80,,
-89,-80,,
,-80,,
,-80,,
,-80,,
,-80,,
-96,-82,-95,
-96,-82,-95,
-96,-82,-95,
-96,-82,-95,
-97,-86,,
-97,-86,,
-97,-86,,
-97,-86,,
-98,-86,-97,
-98,-86,-97,
-98,-86,-97,
-98,-86,-97,
-90,-79,-91,
-90,-79,-91,
-90,-79,-91,
-90,-79,-91,
-97,-84,,
-97,-84,,
-97,-84,,
-97,-84,,
-98,-77,,
-98,-77,,
-98,-77,,
-98,-77,,
-98,-79,-96,
-98,-79,-96,
-98,-79,-96,
-98,-79,-96,
-96,-74,,
-96,-74,,
-96,-74,,
-96,-74,,
,-86,-95,
,-86,-95,
,-86,-95,
,-86,-95,
-101,-82,-98,
-101,-82,-98,
-101,-82,-98,
-101,-82,-98,
-98,-80,-97,
-98,-80,-97,
-98,-80,-97,
-98,-80,-97,
-96,-77,-89,
-96,-77,-89,
-96,-77,-89,
-96,-77,-89,
-93,-87,-87,
-93,-87,-87,
-93,-87,-87,
-93,-87,-87,
-89,-89,-93,
-89,-89,-93,
-89,-89,-93,
-89,-89,-93,
-82,-88,-86,
-82,-88,-86,
-82,-88,-86,
-82,-88,-86,
-81,-87,-86,
-81,-87,-86,
-81,-87,-86,
-81,-87,-86,
-84,-85,-88,
-84,-85,-88,
-84,-85,-88,
-84,-85,-88,
-86,-95,-86,
-86,-95,-86,
-86,-95,-86,
-86,-95,-86,
-78,,-91,
-78,,-91,
-78,,-91,
-78,,-91,
-86,,-88,
-86,,-88,
-86,,-88,
-90,-93,-91,
-90,-93,-91,
-90,-93,-91,
-90,-93,-91,
-89,,-86,
-89,,-86,
-89,,-86,
-89,,-86,
,-100,-98,
,-100,-98,
,-100,-98,
,-100,-98,
-89,,-97,
-89,,-97,
-89,,-97,
-89,,-97,
-81,,,
-81,,,
-81,,,
-81,,,
-83,-99,,
-83,-99,,
