Kitchen_AP,Lounge_AP,Upstairs_AP,Study_AP
-84,,-79,
-84,,-79,
-84,,-79,
-84,,-79,
-84,,-79,
-84,,-79,
-84,,-79,
-84,,-79,
-84,,-79,
-84,,-79,
-84,,-79,
-85,,-79,
-85,,-79,
-85,,-79,
-85,,-79,
-85,,-79,
-85,,-79,
-85,,-79,
-85,,-79,
-89,,-81,
-89,,-81,
-89,,-81,
-89,,-81,
-85,,-93,
-85,,-93,
-85,,-93,
-85,,-93,
-86,,-84,
-86,,-84,
-86,,-84,
-86,,-84,
-87,,-100,
-87,,-100,
-87,,-100,
-87,,-100,
-89,,-90,
-89,,-90,
-89,,-90,
-89,,-90,
-88,,-84,
-88,,-84,
-88,,-84,
-88,,-84,
-95,,-89,
-95,,-89,
-95,,-89,
-95,,-89,
-94,,-83,
-94,,-83,
-94,,-83,
-94,,-83,
-84,,-96,
-84,,-96,
-84,,-96,
-84,,-96,
-88,,-86,
-88,,-86,
-88,,-86,
-88,,-86,
,,-91,
,,-91,
,,-91,
,,-91,
-101,,-92,
-101,,-92,
-101,,-92,
-101,,-92,
-89,,-87,
-89,,-87,
-89,,-87,
-89,,-87,
-87,,-84,
-87,,-84,
-87,,-84,
-87,,-84,
-91,,-81,
-91,,-81,
-91,,-81,
-91,,-81,
-102,,-79,
-102,,-79,
-102,,-79,
-102,,-79,
-83,,-100,
-83,,-100,
-83,,-100,
-83,,-100,
-81,,-80,
-81,,-80,
-81,,-80,
-81,,-80,
,,-82,
,,-82,
,,-82,
,,-82,
-94,,-81,
-94,,-81,
-94,,-81,
-94,,-81,
-87,,-77,
-87,,-77,
-87,,-77,
-87,,-77,
-85,,-100,
-85,,-100,
-85,,-100,
-85,,-100,
-95,,-81,
-95,,-81,
-95,,-81,
-95,,-81,
-86,,-81,
-86,,-81,
-86,,-81,
-86,,-81,
,,-81,
,,-81,
,,-81,
,,-81,
-87,,-81,
-87,,-81,
-87,,-81,
-87,,-81,
-90,,-88,
-90,,-88,
-90,,-88,
-90,,-88,
-93,,-91,
-93,,-91,
-93,,-91,
-93,,-91,
-101,,-92,
-101,,-92,
-101,,-92,
-101,,-92,
-97,,,
-97,,,
-97,,,
-97,,,
-96,,,
-96,,,
-96,,,
-96,,,
-97,,-84,
-97,,-84,
-97,,-84,
-97,,-84,
-97,,,
-97,,,
-97,,,
-97,,,
-99,,,
-99,,,
-99,,,
-99,,,
-101,,,
-101,,,
-101,,,
-101,,,
-98,,,
-98,,,
-98,,,
-98,,,
-86,,-95,
-86,,-95,
-86,,-95,
-86,,-95,
-86,,-84,
-86,,-84,
-86,,-84,
-86,,-84,
-87,,-84,
-87,,-84,
-87,,-84,
-87,,-84,
,,-88,
,,-88,
,,-88,
,,-88,
,,-88,
,,-88,
,,-88,
,,-88,
-102,,-87,
-102,,-87,
-102,,-87,
-102,,-87,
,,-87,
,,-87,
,,-87,
,,-87,
-103,,-84,
-103,,-84,
-103,,-84,
-103,,-84,
-96,,-85,
-96,,-85,
-96,,-85,
-96,,-85,
,,-85,
,,-85,
,,-85,
,,-85,
,,-84,
,,-84,
,,-84,
,,-84,
,,-96,
,,-96,
,,-96,
,,-96,
,,-84,
,,-84,
,,-84,
,,-84,
,,-85,
,,-85,
,,-85,
,,-85,
,,-84,
,,-84,
,,-84,
,,-84,
,,-85,
,,-85,
,,-85,
,,-85,
-93,,-98,
-93,,-98,
-93,,-98,
-93,,-98,
,,-85,
,,-85,
,,-85,
,,-85,
-89,,-84,
-89,,-84,
-89,,-84,
-89,,-84,
-88,,-91,
-88,,-91,
-88,,-91,
-88,,-91,
-89,,-81,
-89,,-81,
-89,,-81,
-89,,-81,
-90,,-84,
-90,,-84,
-90,,-84,
-90,,-84,
-101,,-78,
-101,,-78,
-101,,-78,
-101,,-78,
-83,,-80,
-83,,-80,
-83,,-80,
-83,,-80,
-85,,-79,
-85,,-79,
-85,,-79,
-85,,-79,
-81,,-81,
-81,,-81,
-81,,-81,
-81,,-81,
-86,,-86,
-86,,-86,
-86,,-86,
-86,,-86,
-80,,-95,
-80,,-95,
-80,,-95,
-80,,-95,
-86,,-83,
-86,,-83,
-86,,-83,
-86,,-83,
-83,,,
-83,,,
-83,,,
-83,,,
-82,,-93,
-82,,-93,
-82,,-93,
-82,,-93,
-89,,-83,
-89,,-83,
-89,,-83,
-89,,-83,
-81,,-83,
-81,,-83,
-81,,-83,
-81,,-83,
-79,,-85,
-79,,-85,
-79,,-85,
-79,,-85,
-80,,-86,
-80,,-86,
-80,,-86,
-80,,-86,
-81,,-87,
-81,,-87,
-81,,-87,
-81,,-87,
-80,,-89,
-80,,-89,
-80,,-89,
-80,,-89,
-79,,-91,
-79,,-91,
-79,,-91,
-79,,-91,
-80,,,
-80,,,
-80,,,
-80,,,
-80,,,
-80,,,
-80,,,
-80,,,
-80,,-93,
-80,,-93,
-80,,-93,
-80,,-93,
-79,,-94,
-79,,-94,
-79,,-94,
-79,,-94,
-82,,-98,
-82,,-98,
-82,,-98,
-82,,-98,
-86,,-88,
-86,,-88,
-86,,-88,
-86,,-88,
-85,,,
-85,,,
-85,,,
-85,,,
-86,,-89,
-86,,-89,
-86,,-89,
-86,,-89,
-85,,-89,
-85,,-89,
-85,,-89,
-85,,-89,
-85,,-92,
-85,,-92,
-85,,-92,
-85,,-92,
-85,,,
-85,,,
-85,,,
-85,,,
-83,,-94,
-83,,-94,
-83,,-94,
-83,,-94,
-83,,-93,
-83,,-93,
-83,,-93,
-83,,-93,
-82,,-92,
-82,,-92,
-82,,-92,
-82,,-92,
-79,,,
-79,,,
-79,,,
-79,,,
-79,,-88,
-79,,-88,
-79,,-88,
-79,,-88,
-79,,-91,
-79,,-91,
-79,,-91,
-79,,-91,
-79,,,
-79,,,
-79,,,
-79,,,
-79,,,
-79,,,
-79,,,
-79,,,
-79,,-101,
-79,,-101,
-79,,-101,
-79,,-101,
-78,,-91,
-78,,-91,
-78,,-91,
-78,,-91,
-84,,-84,
-84,,-84,
-84,,-84,
-84,,-84,
-104,,-86,
-104,,-86,
-104,,-86,
-104,,-86,
-86,,-87,
-86,,-87,
-86,,-87,
-86,,-87,
-85,,-85,
-85,,-85,
-85,,-85,
-85,,-85,
-93,,-87,
-93,,-87,
-93,,-87,
-93,,-87,
-90,,-88,
-90,,-88,
-90,,-88,
-90,,-88,
-89,,-87,
-89,,-87,
-89,,-87,
-89,,-87,
-90,,-84,
-90,,-84,
-90,,-84,
-90,,-84,
-83,,-81,
-83,,-81,
-83,,-81,
-83,,-81,
-93,,-82,
-93,,-82,
-93,,-82,
-93,,-82,
-78,,-96,
-78,,-96,
-78,,-96,
-78,,-96,
-85,,-90,
-85,,-90,
-85,,-90,
-85,,-90,
-83,,-90,
-83,,-90,
-83,,-90,
-83,,-90,
-77,,-82,
-77,,-82,
-77,,-82,
-77,,-82,
-80,,-80,
-80,,-80,
-80,,-80,
-80,,-80,
-79,,-76,
-79,,-76,
-79,,-76,
-79,,-76,
-79,,-77,
-79,,-77,
-79,,-77,
-79,,-77,
-77,,-87,
-77,,-87,
-77,,-87,
-77,,-87,
-79,,-86,
-79,,-86,
-79,,-86,
-79,,-86,
-78,,-84,
-78,,-84,
-78,,-84,
-78,,-84,
-78,,-84,
-78,,-84,
-78,,-84,
-78,,-84,
-78,,-86,
-78,,-86,
-78,,-86,
-78,,-86,
-82,,-86,
-82,,-86,
-82,,-86,
-82,,-86,
-82,,-81,
-82,,-81,
-82,,-81,
-82,,-81,
-85,,-86,
-85,,-86,
-85,,-86,
-85,,-86,
-80,,-85,
-80,,-85,
-80,,-85,
-80,,-85,
-78,,-85,
-78,,-85,
-78,,-85,
-78,,-85,
-78,,-82,
-78,,-82,
-78,,-82,
-78,,-82,
-78,,-81,
-78,,-81,
-78,,-81,
-78,,-81,
-77,,-79,
-77,,-79,
-77,,-79,
-77,,-79,
-77,,-80,
-77,,-80,
-77,,-80,
-77,,-80,
-77,,-79,
-77,,-79,
-77,,-79,
-77,,-79,
-78,,-78,
-78,,-78,
-78,,-78,
-78,,-78,
-78,,-79,
-78,,-79,
-78,,-79,
-78,,-79,
-78,,-81,
-78,,-81,
-78,,-81,
-78,,-81,
-81,,-84,
-81,,-84,
-81,,-84,
-81,,-84,
-82,,-88,
-82,,-88,
-82,,-88,
-82,,-88,
-81,,-83,
-81,,-83,
-81,,-83,
-81,,-83,
-81,,-83,
-81,,-83,
-81,,-83,
-81,,-83,
-84,,-85,
-84,,-85,
-84,,-85,
-84,,-85,
-85,,-85,
-85,,-85,
-85,,-85,
-85,,-85,
-81,,-78,
-81,,-78,
-81,,-78,
-81,,-78,
-89,,-78,
-89,,-78,
-89,,-78,
-89,,-78,
-81,,-81,
-81,,-81,
-81,,-81,
-81,,-81,
-78,,-85,
-78,,-85,
-78,,-85,
-78,,-85,
-81,,-91,
-81,,-91,
-81,,-91,
-81,,-91,
-81,,-95,
-81,,-95,
-81,,-95,
-81,,-95,
-81,,-83,
-81,,-83,
-81,,-83,
-81,,-83,
-85,,-81,
-85,,-81,
-85,,-81,
-85,,-81,
-86,,-96,
-86,,-96,
-86,,-96,
-86,,-96,
-93,,-83,
-93,,-83,
-93,,-83,
-93,,-83,
-98,,-79,
-98,,-79,
-98,,-79,
-98,,-79,
-86,,-91,
-86,,-91,
-86,,-91,
-86,,-91,
-81,,-79,
-81,,-79,
-81,,-79,
-81,,-79,
-86,,-75,
-86,,-75,
-86,,-75,
-86,,-75,
-91,,-74,
-91,,-74,
-91,,-74,
-91,,-74,
-77,,-74,
-77,,-74,
-77,,-74,
-77,,-74,
-75,,-71,
-75,,-71,
-75,,-71,
-75,,-71,
-72,,-81,
-72,,-81,
-72,,-81,
-72,,-81,
-74,,-75,
-74,,-75,
-74,,-75,
-74,,-75,
-74,,-75,
-74,,-75,
-74,,-75,
-74,,-75,
-80,,-79,
-80,,-79,
-80,,-79,
-80,,-79,
-77,,-82,
-77,,-82,
-77,,-82,
-77,,-82,
-75,,-75,
-75,,-75,
-75,,-75,
-75,,-75,
-73,,-74,
-73,,-74,
-73,,-74,
-73,,-74,
-67,,-74,
-67,,-74,
-67,,-74,
-67,,-74,
-65,,-71,
-65,,-71,
-65,,-71,
-65,,-71,
-67,,-69,
-67,,-69,
-67,,-69,
-67,,-69,
-67,,-73,
-67,,-73,
-67,,-73,
-67,,-73,
-69,,-73,
-69,,-73,
-69,,-73,
-69,,-73,
-70,,-73,
-70,,-73,
-70,,-73,
-70,,-73,
-69,,-75,
-69,,-75,
-69,,-75,
-69,,-75,
-65,,-73,
-65,,-73,
-65,,-73,
-65,,-73,
-67,,-73,
-67,,-73,
-67,,-73,
-67,,-73,
-69,,-76,
-69,,-76,
-69,,-76,
-69,,-76,
-75,,,
-75,,,
-75,,,
-75,,,
-78,,-75,
-78,,-75,
-78,,-75,
-78,,-75,
-88,,-83,
-88,,-83,
-88,,-83,
-88,,-83,
-91,,-91,
-91,,-91,
-91,,-91,
-91,,-91,
-97,,-96,
-97,,-96,
-97,,-96,
-97,,-96,
-92,,-91,
-92,,-91,
-92,,-91,
-92,,-91,
,,-102,
,,-102,
,,-102,
,,-102,
-89,,-91,
-89,,-91,
-89,,-91,
-89,,-91,
-81,,-95,
-81,,-95,
-81,,-95,
-81,,-95,
-81,,-78,
-81,,-78,
-81,,-78,
-81,,-78,
-81,,-80,
-81,,-80,
-81,,-80,
-81,,-80,
-81,,-78,
-81,,-78,
-81,,-78,
-81,,-78,
-82,,-87,
-82,,-87,
-82,,-87,
-82,,-87,
,,-83,
,,-83,
,,-83,
,,-83,
-91,,-78,
-91,,-78,
-91,,-78,
-91,,-78,
-80,,-89,
-80,,-89,
-80,,-89,
-80,,-89,
-88,,-82,
-88,,-82,
-88,,-82,
-88,,-82,
-90,,-80,
-90,,-80,
-90,,-80,
-90,,-80,
-87,,-80,
-87,,-80,
-87,,-80,
-87,,-80,
-89,,-81,
-89,,-81,
-89,,-81,
-89,,-81,
-88,,-84,
-88,,-84,
-88,,-84,
-88,,-84,
-85,,-81,
-85,,-81,
-85,,-81,
-85,,-81,
-85,,-78,
-85,,-78,
-85,,-78,
-85,,-78,
-89,,-73,
-89,,-73,
-89,,-73,
-89,,-73,
-85,,-76,
-85,,-76,
-85,,-76,
-85,,-76,
-93,,-75,
-93,,-75,
-93,,-75,
-93,,-75,
-94,,-84,
-94,,-84,
-94,,-84,
-94,,-84,
-83,,-87,
-83,,-87,
-83,,-87,
-83,,-87,
-81,,-92,
-81,,-92,
-81,,-92,
-81,,-92,
-94,,-95,
-94,,-95,
-94,,-95,
-94,,-95,
,,-91,
,,-91,
,,-91,
,,-91,
,,-100,
,,-100,
,,-100,
,,-100,
,,-95,
,,-95,
,,-95,
,,-95,
,,-94,
,,-94,
,,-94,
,,-94,
-98,,,
-98,,,
-98,,,
-98,,,
-99,,-90,
-99,,-90,
-99,,-90,
-99,,-90,
-101,,-91,
-101,,-91,
-101,,-91,
-101,,-91,
-88,,-102,
-88,,-102,
-88,,-102,
-88,,-102,
-90,,-90,
-90,,-90,
-90,,-90,
-90,,-90,
-102,,-96,
-102,,-96,
-102,,-96,
-102,,-96,
-95,,-101,
-95,,-101,
-95,,-101,
-95,,-101,
,,-87,
,,-87,
,,-87,
,,-87,
,,-91,
,,-91,
,,-91,
,,-91,
-104,,-94,
-104,,-94,
-104,,-94,
-104,,-94,
-93,,-91,
-93,,-91,
-93,,-91,
-93,,-91,
-93,,-89,
-93,,-89,
-93,,-89,
-93,,-89,
-101,,-98,
-101,,-98,
-101,,-98,
-101,,-98,
-91,,-88,
-91,,-88,
