Kitchen_AP,Lounge_AP,Upstairs_AP,Study_AP
-84.65,,-79.1,
-87.15,,-89.75,
-89.8,,-87.95,
-91.9,,-86.4,
-87.45,,-84.3,
-87.8,,-84.2,
-94.05,,-89.35,
-98.1,,-85.2,
-88.25,,-87.2,
-98.45,,-86.05,
-96.0,,-86.75,
-93.0,,-87.55,
-90.05,,-82.2,
-83.5,,-85.0,
-82.65,,-85.55,
-80.0,,-89.05,
-81.65,,-92.65,
-85.1,,-90.3,
-81.0,,-91.65,
-79.05,,-92.65,
-90.7,,-86.0,
-88.4,,-84.8,
-80.65,,-86.6,
-78.35,,-82.4,
-81.1,,-84.65,
-78.05,,-82.15,
-77.8,,-79.6,
-82.0,,-84.65,
-82.6,,-81.7,
-83.4,,-88.8,
-88.7,,-80.95,
-76.95,,-75.05,
-75.45,,-76.95,
-67.15,,-71.95,
-68.25,,-74.15,
-86.65,,-84.95,
-86.45,,-90.85,
-83.35,,-81.65,
-87.2,,-82.15,
-86.65,,-77.95,
-89.05,,-87.4,
-95.05,,-94.75,
-95.8,,-94.35,
-96.3,,-92.2,
-94.2,,-92.55,
-96.6,,-86.6,
-99.35,,-93.45,
-103.4,,-92.45,
-101.25,,-92.5,
-102.3,,-94.0,
-95.35,,-98.0,
-98.45,,-100.1,
-99.3,,-102.0,
-97.15,,-102.0,
-99.5,,-102.0,
-96.55,,-102.0,
-100.35,,-100.1,
-98.1,,-99.1,
-97.6,,-98.1,
-98.5,,-98.3,
-101.85,,-101.9,
-100.35,,-103.05,
-95.45,,-99.15,
-101.1,,-96.0,
-102.9,,-100.95,
-101.0,,-103.0,
-98.8,,-100.75,
-101.45,,-98.0,
-100.55,,-98.0,
-99.8,,-98.9,
-99.7,,-99.95,
-100.3,,-89.9,
-100.8,,-91.65,
-97.0,,-85.9,
-95.5,,-90.0,
-79.7,,-77.0,
-71.8,,-73.1,
-74.35,,-75.65,
-77.25,,-80.35,
-75.5,,-87.45,
-68.9,,-86.0,
-69.5,,-81.55,
-70.8,,-81.4,
-68.4,,-93.2,
-67.4,,-94.0,
-69.7,,-94.0,
-71.95,,-94.0,
-70.7,,-94.0,
-71.45,,-94.0,
-71.5,,-94.0,
-71.25,,-94.0,
-69.3,,-94.0,
-69.95,,-94.0,
-69.45,,-94.0,
-72.0,,-94.0,
-67.05,,-94.0,
-63.35,,-94.0,
-60.7,,-96.0,
-62.4,,-95.75,
-68.25,,-100.1,
-64.9,,-99.0,
-67.15,,-99.0,
-67.75,,-99.0,
-67.3,,-99.0,
-69.25,,-99.0,
-68.85,,-99.0,
-65.4,,-99.0,
-70.35,,-99.0,
-71.7,,-99.0,
-71.8,,-99.0,
-68.0,,-99.0,
-69.75,,-99.0,
-68.4,,-99.0,
-71.5,,-99.0,
-67.85,,-99.0,
-69.6,,-99.0,
-68.55,,-99.0,
-64.95,,-99.0,
-63.85,,-99.0,
-71.6,,-99.0,
-62.95,,-99.0,
-62.4,,-101.9,
-69.15,,-101.0,
-64.5,,-101.0,
-68.3,,-95.9,
-66.2,,-95.0,
-63.2,,-95.0,
-59.65,,-95.0,
-59.8,,-95.0,
-63.0,,-95.0,
-65.65,,-95.0,
-69.95,,-96.25,
-70.35,,-100.0,
-69.4,,-100.0,
-72.25,,-100.0,
-72.9,,-100.0,
-72.05,,-100.0,
-70.6,,-100.0,
-70.9,,-100.0,
-71.2,,-100.0,
-72.85,,-100.0,
-70.6,,-100.0,
-71.35,,-100.0,
-71.85,,-100.0,
-69.3,,-100.0,
-76.1,,-100.0,
-77.2,,-100.0,
-76.75,,-100.0,
-79.55,,-100.0,
-80.4,,-100.0,
-74.25,,-100.0,
-70.4,,-100.0,
-69.8,,-100.0,
-62.05,,-100.0,
-63.7,,-100.0,
-73.45,,-100.0,
-71.75,,-100.0,
-71.05,,-100.0,
-71.45,,-100.0,
-70.0,,-100.0,
-73.8,,-100.0,
-72.5,,-100.0,
-71.4,,-100.0,
-61.7,,-100.0,
-62.65,,-102.05,
-68.05,,-103.0,
-70.1,,-103.0,
-68.8,,-103.0,
-71.4,,-103.0,
-67.75,,-103.0,
-70.1,,-103.0,
-70.45,,-103.0,
-72.6,,-103.0,
-73.4,,-103.0,
-74.15,,-103.0,
-71.15,,-103.0,
-71.45,,-103.0,
-75.55,,-103.0,
-69.5,,-103.0,
-72.55,,-103.0,
-72.65,,-103.0,
-74.3,,-103.0,
-73.3,,-103.0,
-72.7,,-103.0,
-71.65,,-103.0,
-70.0,,-103.0,
-69.25,,-103.0,
-72.05,,-103.0,
-71.7,,-103.0,
-76.7,,-103.0,
-73.35,,-103.0,
-72.7,,-103.0,
-70.25,,-103.0,
-71.35,,-103.0,
-71.35,,-103.0,
-72.7,,-103.0,
-75.1,,-103.0,
-75.35,,-103.0,
-71.55,,-103.0,
-70.75,,-103.0,
-70.2,,-103.0,
-69.0,,-103.0,
-68.85,,-103.0,
-70.75,,-103.0,
-68.5,,-103.0,
-69.4,,-103.0,
-72.7,,-79.6,
-72.25,,-75.1,
-67.75,,-93.0,
-69.3,,-101.0,
-73.15,,-101.0,
-70.75,,-101.0,
-63.2,,-101.0,
-66.0,,-98.15,
-77.7,,-86.7,
-78.9,,-81.4,
-77.9,,-79.3,
-80.65,,-81.85,
-91.8,,-82.45,
-88.75,,-84.55,
-87.35,,-92.95,
-101.95,,-94.4,
-101.85,,-95.85,
-102.0,,-87.65,
-102.0,,-83.6,
-98.45,,-85.1,
-99.0,,-93.35,
-98.0,,-91.35,
-101.55,,-87.65,
-98.5,,-90.8,
-98.9,,-92.95,
-98.0,,-101.35,
-98.6,,-101.95,
-99.25,,-103.0,
-98.75,,-102.4,
-97.85,,-102.3,
-100.75,,-102.8,
-101.6,,-97.65,
-101.65,,-92.35,
-96.9,,-89.2,
-103.55,,-91.25,
-104.0,,-96.0,
-97.1,,-87.05,
-95.3,,-88.55,
-98.75,,-91.15,
-97.0,,-95.2,
-101.6,,-99.85,
-101.0,,-91.95,
-92.8,,-86.85,
-70.4,,-71.8,
-72.0,,-72.85,
-74.65,,-75.1,
-70.7,,-74.5,
-69.8,,-77.2,
-67.4,,-86.0,
-74.2,,-90.2,
-77.6,,-77.2,
-79.2,,-77.6,
-74.4,,-76.0,
-84.0,,-74.6,
-69.6,,-79.6,
-69.4,,-91.8,
-67.8,,-95.6,
-72.6,,-100.0,
-71.0,,-100.0,
-73.6,,-100.0,
-68.4,,-100.0,
-65.2,,-100.0,
-64.6,,-100.0,
-69.8,,-100.0,
-70.8,,-100.0,
-73.2,,-100.0,
-71.4,,-100.0,
-70.4,,-100.0,
-72.4,,-100.0,
-72.8,,-100.0,
-73.8,,-100.0,
-71.0,,-100.0,
-73.4,,-100.0,
-74.2,,-100.0,
-72.0,,-100.0,
-75.2,,-100.0,
-72.6,,-100.0,
-69.2,,-100.0,
-72.0,,-100.0,
