Kitchen_AP,Lounge_AP,Upstairs_AP,Study_AP
-77.4,,-75.6,-79.0
-88.8,,-83.6,-78.0
-90.6,,-85.8,-77.8
-89.8,,-86.6,-78.0
-90.0,,-87.2,-78.0
-91.2,,-86.6,-78.0
-88.2,,-89.6,-82.6
-91.6,,-85.2,-83.0
-91.8,,-80.0,-83.0
-91.2,,-80.0,-83.4
-91.6,,-80.2,-83.4
-89.0,,-82.6,-81.2
-86.6,,-86.8,-82.6
-85.0,,-86.6,-82.2
-85.0,,-86.8,-82.0
-85.0,,-87.8,-83.2
-85.6,,-87.2,-79.8
-90.4,,-85.8,-79.2
-83.2,,-79.8,-74.6
-82.2,,-81.6,-71.8
-86.8,,-81.4,-79.8
-86.2,,-75.0,-84.6
-70.6,,-76.0,-83.6
-76.8,,-87.4,-96.8
-83.4,,-85.2,-94.8
-93.0,,-87.2,-93.6
-96.0,,-96.8,-91.2
-98.0,,-96.6,-95.4
-96.6,,-89.8,-90.8
-95.2,,-90.2,-90.0
-99.4,,-94.4,-91.6
-100.4,,-94.6,-96.0
-97.0,,-95.0,-95.0
-95.0,,-101.8,-90.8
-95.0,,-102.0,-91.6
-95.0,,-102.0,-83.6
-95.0,,-102.0,-83.8
-95.0,,-102.0,-82.6
-95.0,,-102.0,-89.4
-95.0,,-102.0,-89.2
-95.0,,-102.0,-95.2
-95.0,,-98.8,-91.2
-95.0,,-102.0,-81.0
-95.0,,-102.0,-80.8
-95.0,,-101.6,-85.4
-95.0,,-98.0,-93.4
-99.4,,-96.8,-91.2
-98.6,,-98.0,-86.8
-100.0,,-97.8,-84.4
-100.0,,-101.0,-92.2
-100.0,,-101.0,-92.6
-100.0,,-101.0,-91.8
-100.0,,-101.8,-92.4
-100.0,,-98.2,-90.2
-100.0,,-98.0,-91.0
-100.0,,-96.2,-92.6
-100.0,,-95.0,-88.4
-100.0,,-95.0,-90.6
-100.0,,-95.0,-91.4
-100.0,,-95.0,-84.2
-100.4,,-95.0,-88.2
-102.0,,-95.0,-87.8
-102.0,,-95.0,-84.4
-102.0,,-95.0,-90.8
-102.0,,-95.0,-84.8
-102.0,,-95.0,-84.0
-102.0,,-95.0,-79.8
-102.0,,-95.0,-80.2
-102.0,,-95.0,-90.4
-102.0,,-95.0,-92.8
-102.0,,-95.0,-85.2
-102.0,,-95.0,-88.8
-102.0,,-95.0,-94.0
-102.0,,-95.0,-93.6
-102.0,,-95.0,-90.8
-102.0,,-95.0,-90.0
-102.0,,-95.0,-91.0
-102.0,,-95.0,-88.4
-102.0,,-95.0,-88.0
-102.0,,-95.0,-92.0
-102.0,,-95.0,-88.0
-102.0,,-95.0,-87.2
-102.0,,-95.0,-89.6
-102.0,,-96.0,-98.6
